campaignTitle,title_word_ct,title_word_match,title_word_score,blurb_word_ct,blurb_word_match,blurb_word_score
"Sweet T's Cupcakes, Breakfast, and Lunch",8.00E+00,5.00E+00,1.03E+02,2.50E+01,1.40E+01,1.03E+03
Goth Fatales Limited Edition,8.00E+00,1.00E+00,1.00E+00,2.00E+01,5.00E+00,2.29E+02
Empty Spaces,5.00E+00,2.00E+00,7.20E+01,2.60E+01,1.00E+01,6.75E+02
Your Mind Is a Magnet,3.00E+00,0.00E+00,0.00E+00,9.00E+00,4.00E+00,3.10E+01
Painting the Portrait in Oil DVD,6.00E+00,3.00E+00,2.40E+02,2.50E+01,1.40E+01,1.35E+03
Middle Tennessee's First Earthship,7.00E+00,2.00E+00,5.00E+00,2.10E+01,8.00E+00,7.20E+01
Blood Lust,6.00E+00,1.00E+00,9.90E+01,2.30E+01,1.10E+01,9.72E+02
Some Babies Are Adopted - A Children's Book About Adoption,3.00E+00,2.00E+00,4.00E+00,1.40E+01,8.00E+00,1.56E+03
Low Budget Independent Feature Film: Ferryman,1.10E+01,3.00E+00,1.00E+02,1.40E+01,7.00E+00,2.86E+02
"Mead Mountain, an inspiring Christian novel by B.K. Dell",7.00E+00,3.00E+00,6.60E+01,1.90E+01,1.10E+01,2.93E+02
"Going Bananas - Bandana - 100% Cotton - 22"" x 22""",1.10E+01,3.00E+00,2.30E+01,2.70E+01,1.40E+01,8.89E+02
Wild Beasts Enamel Pins,9.00E+00,4.00E+00,1.10E+01,1.50E+01,7.00E+00,1.25E+02
Year 2067 ( a Futuristic view of the USA and the World),5.00E+00,2.00E+00,8.00E+00,1.50E+01,8.00E+00,2.18E+03
I Pulled A Car Over Last Night...,1.20E+01,3.00E+00,1.96E+02,2.50E+01,1.30E+01,9.84E+02
SPG: Tributes (EP),8.00E+00,3.00E+00,3.90E+01,2.10E+01,1.10E+01,5.13E+02
MBAs on Demand,4.00E+00,1.00E+00,1.00E+00,2.50E+01,1.40E+01,7.77E+02
CLEAN AIR for Utah | Local Author Book Launch,4.00E+00,1.00E+00,3.00E+00,1.90E+01,1.10E+01,2.26E+03
"Dendama, the smart kendama. Take on the world.",9.00E+00,3.00E+00,8.80E+01,2.50E+01,1.20E+01,8.98E+02
Akshaya Patra Philosophical Research Project,9.00E+00,3.00E+00,2.69E+02,2.10E+01,1.10E+01,1.98E+03
U.S. Government Contracting Cloud Based SaaS 360 Platform,6.00E+00,2.00E+00,4.90E+01,2.20E+01,1.20E+01,5.04E+02
6NewPlays Presents Play #3: THAT IT ALL MAKES PERFECT,1.00E+01,3.00E+00,2.40E+01,1.80E+01,1.00E+01,1.04E+02
The Edge: Infinite Darkness,1.00E+01,5.00E+00,1.24E+02,2.40E+01,9.00E+00,1.34E+02
New Beginnings the fight for life begins.,5.00E+00,3.00E+00,1.70E+01,2.40E+01,1.00E+01,7.51E+02
BriarPatch,8.00E+00,4.00E+00,5.70E+01,2.40E+01,1.20E+01,4.40E+02
Two Psychedelic Rock Albums by Shadow Adept for 4/20,2.00E+00,0.00E+00,0.00E+00,1.60E+01,6.00E+00,1.25E+03
The Gospel Of Carol: Radical Teen Study Edition,1.10E+01,3.00E+00,8.00E+00,2.50E+01,7.00E+00,7.30E+01
Walk++,9.00E+00,4.00E+00,7.40E+01,1.50E+01,6.00E+00,3.27E+02
Free Easy Universal E-Reader App for OnlineBookClub.org,2.00E+00,0.00E+00,0.00E+00,2.00E+01,1.30E+01,1.48E+03
The Heisman Season Nobody Saw,1.00E+01,4.00E+00,5.80E+01,2.70E+01,1.20E+01,1.27E+03
Ballbusterz: President Trump Talking Foam Balls,6.00E+00,2.00E+00,3.10E+01,2.30E+01,6.00E+00,3.21E+02
Queen Bee Teaches Spelling,7.00E+00,4.00E+00,1.00E+01,2.50E+01,1.20E+01,2.93E+02
Phone Jewelry | Snap Charms and Lockets for your Phone Case,5.00E+00,2.00E+00,3.00E+00,2.10E+01,8.00E+00,1.53E+02
Teen Photo Program 2017,1.10E+01,6.00E+00,3.28E+02,2.20E+01,1.00E+01,1.42E+03
There's a Game in this Book 1.5,5.00E+00,4.00E+00,1.50E+01,2.10E+01,1.10E+01,6.90E+01
The Justifier,1.00E+01,4.00E+00,3.71E+02,1.80E+01,9.00E+00,4.12E+02
If You Give A Geek A Phaser Children's Book,3.00E+00,0.00E+00,0.00E+00,2.10E+01,1.40E+01,1.52E+03
The Cheer Institute is Heading To Nationals!!,1.10E+01,4.00E+00,9.10E+01,2.20E+01,1.30E+01,3.52E+03
Sigil - Powers of War,8.00E+00,1.00E+00,3.00E+00,1.70E+01,4.00E+00,4.80E+01
Slow to Anger,5.00E+00,0.00E+00,0.00E+00,1.90E+01,1.30E+01,1.33E+03
BioPETG: The World's First Eco-Friendly PETG 3D Filament,4.00E+00,1.00E+00,2.00E+00,2.40E+01,1.00E+01,5.66E+02
No-face Enamel Pin Project,1.10E+01,3.00E+00,2.83E+02,2.40E+01,9.00E+00,9.27E+02
The Golden Guard: Book One - Columbia Rediviva Comic & RPG,6.00E+00,2.00E+00,4.70E+01,2.50E+01,1.10E+01,7.97E+02
"Boffin's Beneficial Battle Box: Decks, Dice, and other stuff",1.10E+01,4.00E+00,9.50E+01,2.00E+01,1.00E+01,4.14E+02
Bring God and Art back together,1.10E+01,5.00E+00,7.40E+01,1.80E+01,1.40E+01,2.49E+03
Petits Art facts: Nick Photinos's first solo recording!,7.00E+00,3.00E+00,4.40E+01,2.10E+01,1.10E+01,6.53E+02
"Snap Pea - Everyone Should Have Access to Clean, Real Food",1.00E+01,4.00E+00,1.09E+02,1.70E+01,8.00E+00,6.05E+02
The Maze: A First-Person Perspective Puzzle Book,1.10E+01,8.00E+00,7.10E+01,2.50E+01,1.40E+01,6.86E+02
Professionally/Unpofessional,9.00E+00,5.00E+00,1.82E+02,2.40E+01,1.40E+01,1.36E+03
Antony Payne's Debut Album,3.00E+00,0.00E+00,0.00E+00,1.90E+01,1.10E+01,5.04E+02
M2 A Better Way To Listen To Music On Your Mobile Device,6.00E+00,2.00E+00,5.00E+01,3.00E+01,1.40E+01,1.66E+03
BLAUMAN MENS SWIM TRUNKS,1.30E+01,6.00E+00,3.23E+02,2.00E+01,1.40E+01,1.40E+03
THE SELF HELP DANCE SERIES,5.00E+00,1.00E+00,1.00E+00,1.60E+01,6.00E+00,1.06E+03
"""Donald's Deadly Roller Coaster""",6.00E+00,4.00E+00,4.70E+01,1.10E+01,6.00E+00,3.28E+02
"DNA Capsule, the Ultimate Keepsake housing 240,000 + strands",6.00E+00,2.00E+00,2.00E+00,2.40E+01,1.10E+01,4.79E+02
Interlude Studios,1.10E+01,2.00E+00,5.10E+01,2.50E+01,1.10E+01,2.53E+03
"SackPipes: New Tossing Game with Movable, Modular Targets!",3.00E+00,1.00E+00,4.00E+00,1.20E+01,7.00E+00,2.65E+02
Fast Easy Lightweight Modular Cabinets PhastPhurniture,9.00E+00,3.00E+00,4.11E+02,1.90E+01,9.00E+00,2.47E+02
ChopWash,7.00E+00,4.00E+00,4.60E+01,2.50E+01,1.40E+01,2.84E+03
MONO1 - High resolution affordable 3D resin printer,2.00E+00,0.00E+00,0.00E+00,2.50E+01,1.20E+01,1.29E+03
#AlteredState Live: The Funeral Parlor Tour,8.00E+00,3.00E+00,5.60E+01,1.10E+01,5.00E+00,1.98E+02
Motivation clothing brand for youth and adults!,7.00E+00,2.00E+00,2.30E+01,1.90E+01,8.00E+00,2.58E+02
DON'T BLINK: Wisconsin Bucket List TV Show,8.00E+00,3.00E+00,9.00E+00,2.20E+01,1.20E+01,1.58E+03
Build A Fidget,9.00E+00,2.00E+00,1.20E+01,2.70E+01,1.30E+01,3.83E+02
"CAKE Comedy Tour ASHEVILLE, NC!",4.00E+00,2.00E+00,2.00E+01,2.30E+01,1.40E+01,2.21E+03
Crowned Customs,6.00E+00,3.00E+00,1.40E+01,2.20E+01,7.00E+00,1.69E+02
Mordhau,3.00E+00,0.00E+00,0.00E+00,2.80E+01,1.20E+01,5.40E+02
Sarah's National Parks Bandanas,2.00E+00,0.00E+00,0.00E+00,1.70E+01,1.10E+01,8.94E+02
Lost in the Static,6.00E+00,0.00E+00,0.00E+00,2.10E+01,8.00E+00,1.12E+02
Documentary About Koreans in Cuba - Fundraising for Post-pro,5.00E+00,1.00E+00,1.00E+01,1.80E+01,5.00E+00,1.12E+02
Spoken Word Written Put to Sound,1.00E+01,3.00E+00,6.60E+01,2.00E+01,9.00E+00,4.39E+02
NUMINOSITY: My Life and Our Times,7.00E+00,2.00E+00,2.10E+01,2.30E+01,1.10E+01,3.92E+02
In The Field,7.00E+00,2.00E+00,4.70E+01,2.40E+01,1.20E+01,1.45E+03
Painless Project,4.00E+00,1.00E+00,3.00E+00,2.20E+01,1.10E+01,2.75E+02
Vaporizer anti-roll device - Dropsy,3.00E+00,1.00E+00,4.60E+01,2.30E+01,1.10E+01,1.74E+03
Sugar & Steel's Debut Album: YOU Can Be A Part!,6.00E+00,4.00E+00,2.30E+01,2.30E+01,1.40E+01,2.18E+03
"Huff Da Author's Album ""Grown Man Muzik""",1.20E+01,5.00E+00,5.80E+01,1.90E+01,8.00E+00,2.84E+02
Action Builder Flashcards for Students with Autism,9.00E+00,1.00E+00,4.70E+01,1.70E+01,9.00E+00,1.30E+03
SPAZZ!,8.00E+00,4.00E+00,1.41E+02,2.00E+01,1.50E+01,1.77E+03
Songs. Bond Songs: The Music of 007,2.00E+00,0.00E+00,0.00E+00,8.00E+00,4.00E+00,6.70E+01
Help us make our own Record Label and save our unique music,8.00E+00,3.00E+00,3.30E+01,1.90E+01,1.00E+01,2.31E+02
Detroit Ninja,1.30E+01,6.00E+00,1.00E+02,2.30E+01,1.10E+01,9.98E+02
HypoGraphic's Basketball Gallery Series,3.00E+00,2.00E+00,1.30E+01,1.50E+01,8.00E+00,1.18E+03
Springvale: Tempered Stone,6.00E+00,2.00E+00,2.80E+01,2.20E+01,1.00E+01,3.26E+02
Billboards - The Interactive Travel Game,4.00E+00,1.00E+00,7.00E+00,1.30E+01,5.00E+00,2.82E+02
Community Table: Recipes for an Ecological Food Future,6.00E+00,3.00E+00,3.13E+02,2.40E+01,1.30E+01,1.14E+03
Physician,9.00E+00,5.00E+00,4.00E+01,2.00E+01,1.40E+01,5.58E+02
Mi-Chef,2.00E+00,0.00E+00,0.00E+00,2.70E+01,1.20E+01,1.30E+03
BOOK OF DRAWINGS,3.00E+00,1.00E+00,3.00E+00,2.30E+01,1.10E+01,1.76E+03
Liberty Bar's Last Hurrah - April 22nd,4.00E+00,2.00E+00,7.70E+01,1.20E+01,9.00E+00,1.46E+03
Merchandise for Divination Burlesque,8.00E+00,2.00E+00,1.90E+01,2.10E+01,8.00E+00,1.16E+03
Transit Color Palette Poster,5.00E+00,0.00E+00,0.00E+00,1.50E+01,5.00E+00,6.00E+01
Beerworks,5.00E+00,2.00E+00,8.00E+00,1.70E+01,9.00E+00,1.09E+03
Gracie's New Music CD on Kickstarter,2.00E+00,0.00E+00,0.00E+00,2.00E+01,1.20E+01,1.25E+03
"NewKings Album ""Rise Up""",8.00E+00,2.00E+00,3.80E+01,2.60E+01,9.00E+00,1.17E+03
Tectonic Hybrid (expandable staff)!!!,5.00E+00,2.00E+00,5.30E+01,2.50E+01,1.30E+01,1.14E+03
FindPin,5.00E+00,3.00E+00,5.00E+00,1.60E+01,1.00E+01,6.93E+02
Little Dragon Hoard Hard Enamel Pin,2.00E+00,0.00E+00,0.00E+00,1.80E+01,1.10E+01,8.00E+02
ARE MY TATTOOS KILLING ME?,7.00E+00,4.00E+00,3.20E+01,2.00E+01,9.00E+00,4.04E+02
Le Cutest Enamel Pin - Cyborg Starship Captain Wants a Hug!,6.00E+00,1.00E+00,1.00E+00,2.10E+01,8.00E+00,7.28E+02
Creating a World Worth Living,1.10E+01,3.00E+00,6.00E+00,2.00E+01,1.20E+01,2.31E+03
Wood painting art classes. Monrogam and personalized choices,6.00E+00,3.00E+00,1.84E+02,2.70E+01,1.40E+01,1.78E+03
The Secrets of Akkadian Island,9.00E+00,3.00E+00,1.20E+01,2.40E+01,1.20E+01,3.56E+02
"""Mother's Peak"" Animated Film",6.00E+00,1.00E+00,3.00E+00,1.90E+01,7.00E+00,1.41E+02
Black Rose,6.00E+00,4.00E+00,6.30E+01,2.20E+01,9.00E+00,1.27E+02
EPOCH,3.00E+00,2.00E+00,1.30E+01,1.50E+01,8.00E+00,4.04E+02
ELIMIFLY the mosquito killer.,2.00E+00,0.00E+00,0.00E+00,2.00E+01,1.00E+01,3.45E+02
K-9 Crate Professional Dog Crates,5.00E+00,0.00E+00,0.00E+00,2.30E+01,9.00E+00,1.90E+03
Arcidia: Flesh & Bone,7.00E+00,2.00E+00,6.00E+00,1.60E+01,8.00E+00,6.51E+02
"Robin Jackson's Second Full length album ""Dark Stars""",5.00E+00,1.00E+00,6.00E+00,2.10E+01,1.10E+01,1.27E+03
Tender Mint,1.00E+01,8.00E+00,1.10E+02,2.70E+01,1.60E+01,3.92E+03
"Burner - A Novel of Ghosts, Murders, and Deadly Secrets",3.00E+00,2.00E+00,4.00E+00,2.20E+01,1.10E+01,2.28E+02
Eidolon Atomic,1.00E+01,4.00E+00,2.30E+01,2.60E+01,1.20E+01,2.98E+02
Thrive. Moving from an abused child to a grace-filled adult.,3.00E+00,2.00E+00,4.00E+00,2.40E+01,1.10E+01,7.29E+02
MALSI's Campaign to Throw Your Radio a Soire,1.20E+01,3.00E+00,6.40E+01,2.30E+01,8.00E+00,1.85E+02
My life story: a memoir of my life,1.00E+01,4.00E+00,2.47E+02,2.50E+01,1.70E+01,1.74E+03
JC and the Castles Debut Album,9.00E+00,3.00E+00,1.35E+02,2.20E+01,8.00E+00,1.11E+03
Integrated Space Plan: 2017 Edition,7.00E+00,3.00E+00,5.10E+01,2.20E+01,1.00E+01,1.61E+03
WEENOGLE (Dumb Art Magazine),6.00E+00,5.00E+00,1.13E+02,2.10E+01,1.10E+01,2.85E+02
ikickyou.com,5.00E+00,1.00E+00,1.50E+01,2.10E+01,1.20E+01,1.25E+03
The Yu-gi-oh Tutors Podcast/YouTube channel,3.00E+00,0.00E+00,0.00E+00,2.30E+01,1.40E+01,2.06E+03
Flawless Beauty Bars Seattle,9.00E+00,3.00E+00,7.00E+00,2.30E+01,1.20E+01,4.84E+02
The House He Built,5.00E+00,2.00E+00,6.00E+00,2.20E+01,9.00E+00,3.95E+02
MagnaBoard,5.00E+00,2.00E+00,1.10E+01,2.20E+01,8.00E+00,4.77E+02
WaitSmart,2.00E+00,0.00E+00,0.00E+00,1.10E+01,8.00E+00,1.31E+03
Delphin: Run & Swim with ANY APP without your phone,2.00E+00,0.00E+00,0.00E+00,2.20E+01,1.30E+01,9.22E+02
Waggity Tales: Books for Dogs,1.10E+01,4.00E+00,3.96E+02,1.90E+01,1.10E+01,1.52E+03
Satanic Panic,6.00E+00,3.00E+00,3.10E+01,2.50E+01,1.10E+01,1.33E+03
In Season,3.00E+00,1.00E+00,1.00E+00,1.30E+01,7.00E+00,3.54E+02
One Dog One Collar At A Time,3.00E+00,1.00E+00,3.00E+01,2.10E+01,1.20E+01,2.93E+03
Lena Coffee and wine (organic),8.00E+00,2.00E+00,4.50E+01,2.80E+01,1.40E+01,1.29E+03
The Incredibles Scoobobell & Spartacus,6.00E+00,3.00E+00,3.10E+01,2.40E+01,1.50E+01,3.17E+03
"Omni-Pot, Hanging Potted Plants of the Future!",6.00E+00,0.00E+00,0.00E+00,4.00E+00,3.00E+00,1.99E+02
Dice pouch for your pocket!,9.00E+00,4.00E+00,1.90E+01,2.50E+01,1.10E+01,2.57E+02
MelodicPony In Memoriam Live Performance (transcription),6.00E+00,4.00E+00,3.13E+02,2.10E+01,1.40E+01,3.78E+03
FOUR - Family Card Game,7.00E+00,2.00E+00,2.80E+01,2.20E+01,1.20E+01,4.95E+02
The Future of Art & Fashion/Casual/Street Wear- DOZI,5.00E+00,4.00E+00,3.84E+02,1.40E+01,7.00E+00,1.01E+03
The East Coast Premiere of RESET,1.10E+01,4.00E+00,2.20E+01,2.40E+01,1.20E+01,2.08E+02
Motive Tees,7.00E+00,3.00E+00,5.00E+00,8.00E+00,6.00E+00,1.05E+03
2017 Haunt to benefit Children's Hospital of Philadelphia,3.00E+00,1.00E+00,1.00E+00,2.30E+01,1.00E+01,7.44E+02
In-Between Days,1.00E+01,2.00E+00,1.00E+01,2.40E+01,9.00E+00,1.22E+02
Filling In The Map,4.00E+00,2.00E+00,1.20E+01,2.00E+01,9.00E+00,1.32E+02
Ruggish Play Rugs - A Stylish Way to Play,5.00E+00,0.00E+00,0.00E+00,2.90E+01,1.00E+01,9.66E+02
Ride 4 Lester,9.00E+00,3.00E+00,3.80E+01,1.70E+01,1.20E+01,3.06E+03
The Scullery,4.00E+00,2.00E+00,3.00E+00,2.60E+01,1.20E+01,4.41E+02
The Wrath,3.00E+00,0.00E+00,0.00E+00,2.00E+01,1.10E+01,2.53E+02
BikerLoops Motorcycle Navigation App,3.00E+00,1.00E+00,3.00E+00,3.00E+01,1.30E+01,4.63E+02
Look-C: innovative fun,5.00E+00,1.00E+00,1.00E+00,2.20E+01,9.00E+00,8.23E+02
Perfection Airbrushing - Just Customize it,5.00E+00,2.00E+00,5.00E+00,1.70E+01,1.00E+01,2.09E+03
The planner that is a game -- AND LIFE -- changer.,6.00E+00,2.00E+00,7.00E+00,1.40E+01,1.00E+01,1.26E+03
Ipad Swing,1.00E+01,4.00E+00,4.17E+02,2.50E+01,1.60E+01,2.92E+03
"Maps 3, When it Rains",3.00E+00,1.00E+00,4.20E+01,2.60E+01,1.40E+01,5.23E+02
Peaches The Corgi: Who To Be Children's Book,6.00E+00,2.00E+00,5.00E+00,2.40E+01,1.50E+01,4.82E+02
StarFury,1.00E+01,2.00E+00,8.30E+01,2.60E+01,7.00E+00,4.96E+02
XYbrid A monster-building transparent card game,2.00E+00,0.00E+00,0.00E+00,1.10E+01,5.00E+00,9.94E+02
BiG Ju Jutsu a martial arts social media company.,8.00E+00,4.00E+00,4.02E+02,2.30E+01,1.40E+01,1.43E+03
Your Best Friend's Guide to Eating in Madrid,1.00E+01,4.00E+00,1.00E+01,1.70E+01,8.00E+00,6.10E+01
The Caffeinated Cat,1.00E+01,4.00E+00,3.11E+02,2.10E+01,1.00E+01,7.99E+02
Fike // You Say Speak We Say Move,4.00E+00,0.00E+00,0.00E+00,2.70E+01,1.60E+01,2.76E+03
"In The Works: Art for ""Mountains of Meykloria""",8.00E+00,1.00E+00,5.00E+00,2.70E+01,1.30E+01,1.84E+03
Clothing Line,9.00E+00,1.00E+00,4.00E+00,2.20E+01,9.00E+00,1.78E+03
Motorcycle Vlog for New Riders,3.00E+00,2.00E+00,6.00E+00,2.60E+01,1.10E+01,9.50E+02
Senor Drakes California style tacos,6.00E+00,0.00E+00,0.00E+00,2.50E+01,1.30E+01,1.60E+03
Singin' with Susan CD #5,6.00E+00,2.00E+00,1.30E+01,1.60E+01,8.00E+00,2.62E+02
Indian Pitaara Festivals Of India Cardstack,6.00E+00,1.00E+00,1.16E+02,2.10E+01,8.00E+00,1.11E+03
Recycled Illuminations,7.00E+00,1.00E+00,1.00E+00,1.80E+01,1.00E+01,2.76E+02
I AM the I AM,3.00E+00,1.00E+00,1.00E+00,7.00E+00,4.00E+00,2.94E+02
SASQUATCH I:IT BEGINS; THE CURSE OF THE WERESQUATCH,6.00E+00,0.00E+00,0.00E+00,1.90E+01,1.30E+01,8.96E+02
"ABC, Can You Find Me? Find the hidden letters!",1.00E+01,2.00E+00,6.00E+00,2.50E+01,9.00E+00,3.35E+02
Skiper World's First Smart Musical Skipping Rope & Trainer,1.00E+01,3.00E+00,1.50E+01,2.40E+01,1.20E+01,4.32E+02
"First Edition Hardcover of ""The Wheel Diver""",1.10E+01,6.00E+00,3.68E+02,1.30E+01,8.00E+00,1.17E+03
I Will Survive,8.00E+00,4.00E+00,1.77E+02,2.10E+01,1.20E+01,3.17E+02
Ink the States,4.00E+00,2.00E+00,2.00E+01,2.30E+01,1.50E+01,7.97E+02
Femme for Femme Podcast!,4.00E+00,0.00E+00,0.00E+00,3.70E+01,1.70E+01,4.14E+02
UltimHat,5.00E+00,1.00E+00,5.00E+00,2.00E+01,7.00E+00,2.84E+02
Scraps,2.00E+00,0.00E+00,0.00E+00,1.40E+01,6.00E+00,2.73E+02
Central Kansas Woodworking Academy,2.00E+00,0.00E+00,0.00E+00,2.00E+01,1.00E+01,1.66E+03
SUITED,5.00E+00,1.00E+00,3.00E+00,1.80E+01,1.00E+01,5.22E+02
Kingdom of Wildlife,2.00E+00,0.00E+00,0.00E+00,2.20E+01,5.00E+00,7.00E+01
Too Little - A fantasy adventure starring an unlikely hero,4.00E+00,1.00E+00,9.00E+00,2.60E+01,1.20E+01,1.05E+03
"The Folio #14, 1E/5E Format Adventure Module",1.00E+01,5.00E+00,1.16E+02,2.80E+01,1.20E+01,1.21E+03
HygienIQ - Auto Drain Enclosed Hygiene Container,9.00E+00,1.00E+00,4.40E+01,2.10E+01,1.00E+01,1.18E+03
"'FLUX' LED lighted, motion activated fidget spinner toy",7.00E+00,1.00E+00,2.00E+00,2.30E+01,6.00E+00,4.80E+02
Upcoming Music Artist,9.00E+00,4.00E+00,1.20E+01,2.30E+01,8.00E+00,3.96E+02
Kenneth Fuchs Commissioned for Hop River Chamber Music,4.00E+00,3.00E+00,3.00E+01,2.70E+01,1.20E+01,4.48E+02
Orb - The World's First Germ-Killing Blue/UV Light Ball,9.00E+00,3.00E+00,2.90E+01,1.90E+01,9.00E+00,2.91E+02
Ocean Pedaller,1.20E+01,5.00E+00,3.40E+02,2.30E+01,1.30E+01,3.75E+02
Earth Spirit Grow a children's book,3.00E+00,1.00E+00,1.00E+00,2.00E+01,1.00E+01,1.07E+03
Exciting New Children's Book Series Launch,8.00E+00,5.00E+00,9.80E+01,1.70E+01,1.20E+01,6.88E+02
16 shorts or 1 epic Movie,8.00E+00,5.00E+00,1.14E+02,2.50E+01,1.00E+01,7.13E+02
A La Mode Macaron Ice Cream Cart Needs A Small Bakery,7.00E+00,3.00E+00,4.70E+01,2.40E+01,1.30E+01,4.55E+02
Mist Hunters,1.20E+01,4.00E+00,1.60E+01,2.30E+01,1.40E+01,7.82E+02
Harvest's New Music,3.00E+00,1.00E+00,3.00E+00,1.00E+01,5.00E+00,7.14E+02
Mating in Captivity: A Memoir,5.00E+00,2.00E+00,3.00E+01,2.50E+01,1.20E+01,1.97E+03
SCAPULA and the Sinister Monster Doom Legion,6.00E+00,0.00E+00,0.00E+00,2.20E+01,5.00E+00,5.50E+01
The President and the Poet,8.00E+00,3.00E+00,1.30E+01,1.80E+01,1.00E+01,5.24E+02
Wahine: No More Pink Tax!,6.00E+00,1.00E+00,2.00E+00,2.10E+01,1.10E+01,1.05E+03
SNAKE EYES,6.00E+00,1.00E+00,4.10E+01,2.10E+01,9.00E+00,5.21E+02
Now serving......CANDLES!!!,3.00E+00,1.00E+00,2.00E+00,1.30E+01,4.00E+00,1.32E+02
PURPLE,4.00E+00,1.00E+00,1.00E+00,2.10E+01,1.00E+01,3.01E+02
Act on your business & social ideas through your fingertips,2.00E+00,1.00E+00,1.00E+00,2.70E+01,1.30E+01,2.70E+03
Wabash Valley EP,1.10E+01,7.00E+00,4.92E+02,2.20E+01,1.30E+01,8.95E+02
Sticky Pencils- Aaliyah Lanier,4.00E+00,1.00E+00,1.00E+00,1.90E+01,8.00E+00,1.52E+03
Kitty Pot Catnip Toys,5.00E+00,2.00E+00,4.00E+00,2.10E+01,1.20E+01,3.30E+02
Bareback Rodeo Co. - lets work together,5.00E+00,2.00E+00,9.00E+00,2.60E+01,1.30E+01,6.07E+02
I OWN MY BIPOLAR,7.00E+00,3.00E+00,1.20E+01,1.10E+01,7.00E+00,1.60E+03
Beauty and the Middle East,5.00E+00,0.00E+00,0.00E+00,1.90E+01,1.00E+01,1.12E+03
The Shadow Watchers #1 SUCCESS!!!,6.00E+00,2.00E+00,3.00E+00,2.20E+01,1.10E+01,2.78E+02
"""Art from the Post""",6.00E+00,3.00E+00,8.00E+00,2.30E+01,1.60E+01,1.63E+03
Arcano NES Chiptune Synth II - 2nd Production Run!,5.00E+00,2.00E+00,6.50E+01,2.40E+01,9.00E+00,1.19E+03
5 Color Combo Collector Tokens,9.00E+00,1.00E+00,3.00E+00,2.20E+01,1.40E+01,2.46E+03
PRIMAL Short Film,6.00E+00,4.00E+00,1.50E+01,1.10E+01,4.00E+00,1.18E+02
Mythic Beings Adult Coloring Book,4.00E+00,2.00E+00,5.00E+01,1.10E+01,4.00E+00,9.90E+01
I'm Having One More,6.00E+00,3.00E+00,8.20E+01,2.20E+01,1.20E+01,8.52E+02
Free Essential Oil Business Course - The Podcast!,6.00E+00,1.00E+00,4.10E+01,3.00E+01,1.10E+01,5.78E+02
The Facebook of dating 100% free CafeDate.net,8.00E+00,5.00E+00,4.50E+01,1.40E+01,8.00E+00,1.10E+03
Anti-Trump Bumper Sticker,9.00E+00,4.00E+00,3.70E+01,2.40E+01,1.30E+01,1.55E+03
The Free Poetics of Henrique Eisenmann,5.00E+00,2.00E+00,1.00E+01,2.60E+01,9.00E+00,3.66E+02
Kzoo Cat Cafe,7.00E+00,1.00E+00,2.50E+01,1.00E+01,6.00E+00,2.88E+02
Autism Awareness Bracelets,4.00E+00,1.00E+00,1.00E+00,2.50E+01,1.60E+01,1.51E+03
Flight 870: the 2016 Solar Eclipse,4.00E+00,3.00E+00,4.00E+00,1.80E+01,7.00E+00,1.13E+02
The Wing Clip - Golf Swing Training Tool,7.00E+00,4.00E+00,2.90E+01,2.20E+01,1.10E+01,3.19E+02
Customs 4 Causes,8.00E+00,4.00E+00,3.40E+01,2.20E+01,7.00E+00,1.60E+02
Tampons for the 21st century. Chemical-free. 100% organic.,4.00E+00,0.00E+00,0.00E+00,2.30E+01,9.00E+00,1.14E+03
mailbox tray,1.00E+01,6.00E+00,5.40E+01,2.00E+01,1.10E+01,1.43E+03
Lets be akward together,3.00E+00,1.00E+00,2.00E+00,6.00E+00,5.00E+00,1.36E+03
Retro Tech/Appliance Show,5.00E+00,2.00E+00,3.00E+00,9.00E+00,7.00E+00,7.60E+01
Tre locally sourced,5.00E+00,3.00E+00,2.10E+01,2.60E+01,1.50E+01,7.75E+02
SWANK Innovative Egg Rolls,4.00E+00,1.00E+00,1.00E+00,1.90E+01,8.00E+00,7.33E+02
878 Vikings - Invasions of England,5.00E+00,1.00E+00,2.00E+00,1.80E+01,1.00E+01,9.80E+01
The Review: A Musical Short Film,6.00E+00,1.00E+00,1.00E+00,2.40E+01,1.00E+01,1.59E+03
Serenity Over Stress - SOS Soap Company,7.00E+00,4.00E+00,5.60E+01,2.10E+01,1.50E+01,4.47E+02
The Book to Feature Film Adaptation of Life Sliding,7.00E+00,3.00E+00,9.00E+00,2.40E+01,1.00E+01,2.47E+02
Got Your Goat? Now You Can Get Our Goat!,1.00E+01,4.00E+00,1.87E+02,2.10E+01,1.30E+01,1.18E+03
NS2 Plus - Customizable LED Technology,1.00E+01,3.00E+00,2.35E+02,2.40E+01,1.20E+01,1.78E+02
We Summoned A Demon,6.00E+00,3.00E+00,1.40E+01,1.40E+01,7.00E+00,3.00E+02
TEAM SISTERSHIP 2017 R2AK ,5.00E+00,1.00E+00,5.00E+00,1.70E+01,8.00E+00,6.16E+02
Stadium Re-boot!,5.00E+00,2.00E+00,6.00E+00,2.50E+01,1.30E+01,2.64E+02
Everything Will Be Okay,4.00E+00,1.00E+00,2.00E+00,6.00E+00,1.00E+00,1.23E+02
Bear vs. Gorilla vs. CEO vs. Hippie Stripped Down Version $5,5.00E+00,2.00E+00,2.90E+01,2.00E+01,1.00E+01,2.51E+02
