campaignTitle,title_word_ct,title_word_match,title_word_score,blurb_word_ct,blurb_word_match,blurb_word_score
Film Title Sequence Designs and Adventures of Dan Perri,1.20E+01,3.00E+00,1.80E+01,1.90E+01,1.10E+01,5.36E+02
The Northwest Screendance Expo's Academic Outreach Program,1.00E+01,4.00E+00,5.80E+01,2.50E+01,1.40E+01,1.71E+03
Six Shooter Chat,9.00E+00,1.00E+00,2.00E+00,2.10E+01,1.10E+01,4.95E+02
Capitol Records,4.00E+00,1.00E+00,2.00E+00,2.20E+01,1.40E+01,2.19E+03
Manifest Destiny,3.00E+00,1.00E+00,1.00E+00,2.30E+01,8.00E+00,4.09E+02
"MY LITTLE HOUSE - A fun, engaging, educational toy for kids",3.00E+00,1.00E+00,1.00E+00,2.20E+01,1.20E+01,3.52E+03
XYZ BY AXIS.INK,1.10E+01,4.00E+00,3.00E+01,3.00E+01,1.90E+01,1.14E+03
The Angry Moon,5.00E+00,1.00E+00,1.00E+00,1.00E+01,3.00E+00,1.30E+01
Gunslinger - A Journey To The Dark Tower in Music,4.00E+00,2.00E+00,6.00E+00,2.10E+01,1.20E+01,4.09E+02
NO MORE STINKY SPONGE!,1.00E+01,4.00E+00,7.20E+01,2.40E+01,1.20E+01,8.25E+02
The Jon Spear Band is recording its 3rd CD with your help!,5.00E+00,1.00E+00,4.10E+01,1.70E+01,9.00E+00,1.63E+03
Games & Gizmos Epic Play Space,1.30E+01,5.00E+00,3.69E+02,2.70E+01,1.30E+01,8.64E+02
The Legend of the Crusaders,7.00E+00,4.00E+00,1.10E+02,2.10E+01,1.00E+01,1.43E+03
Stranded - A Star Wars Fan Film,6.00E+00,1.00E+00,6.00E+00,1.60E+01,6.00E+00,3.48E+02
Element Blocks - Periodic Elements You Can Touch,7.00E+00,3.00E+00,7.80E+01,2.50E+01,1.10E+01,1.75E+02
ON EARTH AS IT IS - The Book,8.00E+00,4.00E+00,2.10E+01,1.40E+01,7.00E+00,7.26E+02
NUFF Electric Skateboards - Make Every Ride an Adventure,8.00E+00,2.00E+00,8.20E+01,2.50E+01,1.40E+01,2.91E+03
Soul Guys,9.00E+00,5.00E+00,9.80E+01,2.20E+01,1.20E+01,6.08E+02
Beginning a Career in Composition,3.00E+00,3.00E+00,8.00E+00,2.50E+01,9.00E+00,9.50E+01
emas: handmade leather bags designed in Los Angeles (LA),6.00E+00,0.00E+00,0.00E+00,2.40E+01,1.00E+01,1.07E+03
Collab: The Music App of Bringing Creative Minds Together.,1.00E+01,5.00E+00,1.90E+01,1.70E+01,9.00E+00,5.33E+02
Save Lives with Parked Angel,1.00E+01,5.00E+00,4.30E+01,2.40E+01,1.60E+01,1.26E+03
Cats Kill Movie,6.00E+00,3.00E+00,1.34E+02,2.10E+01,1.10E+01,1.46E+03
Everlasting Teaware | Alpha Series,4.00E+00,3.00E+00,3.00E+01,2.50E+01,1.60E+01,2.75E+02
CATHOLIC LIFE INTERNATIONAL MAGAZINE,5.00E+00,2.00E+00,2.80E+01,1.80E+01,8.00E+00,3.20E+02
Propeller Leather Products,5.00E+00,2.00E+00,6.10E+01,2.20E+01,1.00E+01,7.37E+02
Don Cookie Galletas recien horneadas,4.00E+00,2.00E+00,1.00E+01,1.80E+01,1.00E+01,1.58E+02
Plastic Awareness Beach Hike - Eastern Florida Shoreline,6.00E+00,1.00E+00,2.00E+00,2.10E+01,0.00E+00,0.00E+00
Opera Singers Initiative,8.00E+00,4.00E+00,6.00E+00,2.00E+01,1.00E+01,1.25E+02
The Girl from Beyond the Veil: a fiction novel nearly done,4.00E+00,1.00E+00,2.00E+00,1.60E+01,8.00E+00,1.65E+02
Bad Faith - Photography book by Lorena Turner,1.20E+01,6.00E+00,1.15E+02,2.50E+01,1.10E+01,3.06E+02
GRAND LORD HIGH MASTER: Los Angeles Sludgecore,8.00E+00,2.00E+00,8.00E+01,2.10E+01,1.00E+01,1.39E+02
Birdie Blocker: We Control The Birds For You (Canceled),8.00E+00,5.00E+00,3.10E+01,2.50E+01,1.20E+01,2.54E+02
Happywear! Spreading happiness to all who see and wear!,1.00E+01,2.00E+00,2.00E+01,2.60E+01,1.00E+01,1.66E+03
NanoTemples - Great Things from Small Things,1.00E+01,2.00E+00,7.00E+00,2.60E+01,8.00E+00,1.34E+02
"Doorside, growth of a coffee company.",7.00E+00,5.00E+00,9.00E+01,2.00E+01,9.00E+00,2.88E+02
NYC Release: The Hand Painting Series and An Opened Book End,7.00E+00,2.00E+00,3.10E+01,1.90E+01,8.00E+00,1.61E+02
Renegade of Light,1.20E+01,5.00E+00,1.25E+02,1.40E+01,2.00E+00,3.40E+01
Fund the Beverly Morgan Park Community Choir,4.00E+00,2.00E+00,5.20E+01,2.20E+01,1.00E+01,8.54E+02
Flower Cats Stickers and Enamel Pins,8.00E+00,4.00E+00,1.10E+01,1.70E+01,9.00E+00,5.90E+01
THE WORSHIP ALBUM!,7.00E+00,1.00E+00,4.00E+00,2.40E+01,9.00E+00,4.63E+02
Cat Trays - For Continued Pottery Classes,4.00E+00,2.00E+00,4.80E+01,2.20E+01,9.00E+00,1.25E+03
mone918 designer hairbrushes,7.00E+00,0.00E+00,0.00E+00,2.50E+01,1.20E+01,3.36E+02
Technology for First Responders,4.00E+00,1.00E+00,2.00E+00,2.70E+01,8.00E+00,2.45E+02
Bringing the Bees Back home,5.00E+00,2.00E+00,1.06E+02,2.00E+01,1.20E+01,7.84E+02
Castles & Crusades Players Handbook #7,6.00E+00,3.00E+00,6.20E+01,2.70E+01,1.00E+01,3.85E+02
A Vision of Revival For College Campuses,7.00E+00,3.00E+00,1.00E+01,2.50E+01,1.10E+01,1.15E+03
The Bethlehem,8.00E+00,2.00E+00,6.00E+00,5.20E+01,1.40E+01,1.24E+03
"""THE KID"" : Adventures of Hollywood Superman (Docu-Series)",3.00E+00,0.00E+00,0.00E+00,2.40E+01,1.00E+01,1.52E+02
Survivors & Casualties - Memoirs of the Addiction Epidemic,9.00E+00,4.00E+00,3.60E+01,1.90E+01,8.00E+00,2.55E+02
The Scratch N' Squeak Dog Ball Launcher,9.00E+00,1.00E+00,1.00E+00,1.90E+01,1.00E+01,7.69E+02
Mighty Jerk Shack Caribbean Grill,8.00E+00,3.00E+00,6.00E+00,2.80E+01,1.10E+01,2.67E+03
Para-Social,6.00E+00,2.00E+00,6.00E+00,2.60E+01,9.00E+00,8.80E+01
1000 Paintings by Joseph Talbot,3.00E+00,1.00E+00,3.00E+00,2.40E+01,1.10E+01,1.94E+03
A BEAUTIFUL TIME FOR DANCERS,6.00E+00,0.00E+00,0.00E+00,1.40E+01,5.00E+00,8.50E+01
"Love, Loss, and The in Between EP",6.00E+00,2.00E+00,5.40E+01,2.10E+01,1.10E+01,3.02E+02
Politics with Allies,8.00E+00,3.00E+00,1.90E+01,2.10E+01,1.00E+01,1.09E+03
K'Cymone's Fashion Boutique,4.00E+00,1.00E+00,1.16E+02,2.30E+01,1.20E+01,2.20E+03
Connecticut Critics Circle 2017 Awards,6.00E+00,1.00E+00,2.00E+00,2.50E+01,1.10E+01,1.92E+02
Empires and War RPG,6.00E+00,1.00E+00,3.00E+00,1.10E+01,4.00E+00,2.25E+02
"The WOS St John Passion Project - May 07, 2017",5.00E+00,1.00E+00,4.00E+00,2.30E+01,1.30E+01,1.46E+03
Two sides too Every: Then the truth,1.00E+01,4.00E+00,5.80E+01,1.90E+01,6.00E+00,1.16E+03
Deadball: Baseball With Dice,8.00E+00,3.00E+00,1.10E+01,2.00E+01,1.20E+01,1.03E+03
The Playful Princess Collection,5.00E+00,3.00E+00,1.67E+02,1.70E+01,8.00E+00,1.47E+03
Finding Freelandia,5.00E+00,2.00E+00,2.60E+01,1.40E+01,7.00E+00,2.82E+02
Construction Wiki,3.00E+00,1.00E+00,2.00E+00,2.30E+01,1.30E+01,8.55E+02
SOS! The Salton Sea Walk - Film,3.00E+00,1.00E+00,3.00E+00,1.60E+01,8.00E+00,7.80E+01
The Rope Ender,7.00E+00,2.00E+00,4.90E+01,2.40E+01,8.00E+00,9.90E+01
Cognito Jr | Fidget Spinner | by LMS Gear,4.00E+00,1.00E+00,1.00E+00,2.80E+01,1.20E+01,1.24E+03
New Soles Sneaker Customs And Restorations,8.00E+00,2.00E+00,5.00E+00,2.40E+01,1.30E+01,2.37E+03
Lock N Load Feed System,7.00E+00,0.00E+00,0.00E+00,2.10E+01,9.00E+00,3.15E+02
Lull in the Night,6.00E+00,3.00E+00,4.50E+01,1.00E+01,7.00E+00,5.10E+01
BUKUL | Organize your hand.,5.00E+00,1.00E+00,1.70E+01,1.60E+01,6.00E+00,4.65E+02
Freedom From Food Addiction,5.00E+00,3.00E+00,2.42E+02,3.60E+01,1.50E+01,1.32E+03
"Melanie Mae - Five Forever, A Children's Book",5.00E+00,3.00E+00,8.00E+01,2.70E+01,1.10E+01,7.90E+02
Beaded and Crochet Fashion from The Cuddly Dragon Shop!,9.00E+00,4.00E+00,9.40E+01,2.80E+01,1.30E+01,2.36E+02
"SEVEN, a Documentary Play: North Carolina Premiere!",1.00E+01,3.00E+00,7.40E+01,2.00E+01,7.00E+00,1.12E+03
THEFAKEMAGAZINE Shooting Gear,8.00E+00,4.00E+00,6.90E+01,2.40E+01,1.20E+01,2.11E+02
THE ERGO Posture Transformer | Perfect Posture Instantly,4.00E+00,1.00E+00,4.00E+00,2.60E+01,1.30E+01,5.03E+02
IDUNN CLOTHING S/S 17',8.00E+00,5.00E+00,2.70E+01,1.90E+01,1.10E+01,1.30E+03
Sorcerers' Skirmish - The Elemental Battling Card Game,6.00E+00,1.00E+00,2.00E+00,2.50E+01,1.10E+01,1.40E+03
Arte para la Vida,8.00E+00,3.00E+00,3.75E+02,2.00E+01,1.30E+01,2.33E+03
Monsters and What We Know About Them Art Book,5.00E+00,0.00E+00,0.00E+00,1.90E+01,1.00E+00,4.50E+01
Poochi Pouch: Bring enjoyment to walking/running your pooch!,1.00E+01,6.00E+00,1.16E+02,2.30E+01,1.10E+01,1.46E+03
Nacho Grandad's tie bars,1.00E+01,6.00E+00,2.58E+02,2.20E+01,1.40E+01,1.40E+03
Elemental Wolf Enamel Pin,6.00E+00,1.00E+00,4.00E+00,2.50E+01,1.10E+01,1.41E+03
Bring Soul Food to North Dakota,5.00E+00,1.00E+00,2.00E+00,1.70E+01,8.00E+00,6.12E+02
Help Our Kids Hang Their Beautiful Artwork Professionally,7.00E+00,4.00E+00,4.20E+01,1.60E+01,5.00E+00,2.83E+02
Language Academy - A Web Series,9.00E+00,4.00E+00,2.70E+01,2.40E+01,1.40E+01,4.00E+02
Kansas City Speed Boys,6.00E+00,3.00E+00,3.20E+01,1.90E+01,1.10E+01,6.47E+02
Master Spanish by Playing this GAME!,5.00E+00,2.00E+00,2.20E+01,2.20E+01,1.20E+01,3.95E+02
Rhapsody Of Fools,7.00E+00,4.00E+00,3.57E+02,2.20E+01,1.00E+01,5.66E+02
Children's Online Learning Activity eBook and Website Source,4.00E+00,1.00E+00,1.00E+00,2.50E+01,9.00E+00,1.05E+03
The Panzer Guitar - A Stringless MIDI Instrument,1.00E+01,7.00E+00,4.90E+01,2.10E+01,1.40E+01,7.28E+02
Destiny Dice Vault,8.00E+00,2.00E+00,8.00E+00,9.00E+00,5.00E+00,6.77E+02
Organic Baby,4.00E+00,3.00E+00,5.30E+01,9.00E+00,7.00E+00,2.11E+02
Insignia Playing Cards,3.00E+00,2.00E+00,4.00E+00,8.00E+00,5.00E+00,1.07E+02
Sushi Tower Kit - Homemade Sushi with Vertical Flair!,4.00E+00,2.00E+00,1.18E+02,2.10E+01,1.20E+01,8.91E+02
Dilly B,9.00E+00,3.00E+00,1.32E+02,2.10E+01,1.20E+01,3.15E+03
"""Laika and Rover"" Animated Short Film",3.00E+00,0.00E+00,0.00E+00,2.20E+01,1.20E+01,2.43E+02
"""OMG THAT'S ME!!!""",7.00E+00,3.00E+00,5.90E+01,2.50E+01,1.20E+01,1.74E+02
Diver Down Sticker,5.00E+00,1.00E+00,7.70E+01,1.90E+01,4.00E+00,3.76E+02
Melvin's Children's Book,4.00E+00,1.00E+00,1.20E+01,1.70E+01,7.00E+00,5.09E+02
"Kill Room - a Micro-budget, Contained, Horror Feature Film",6.00E+00,2.00E+00,8.30E+01,2.10E+01,1.20E+01,6.15E+02
Jewelry In The Heart,1.00E+01,7.00E+00,1.08E+02,2.10E+01,1.20E+01,3.10E+02
The Tahquitz Pack and Cabrillo Dry Bag - By BE Outfitter,5.00E+00,2.00E+00,1.00E+01,2.70E+01,1.10E+01,1.37E+03
"Neo-Tonal, the new way to new music",1.10E+01,1.00E+00,1.80E+01,2.40E+01,1.00E+01,1.69E+03
Thunderbear,9.00E+00,1.00E+00,2.70E+01,2.10E+01,1.20E+01,4.64E+02
"Elemental Conflux, or How to Conquer the World During Lunch",2.00E+00,0.00E+00,0.00E+00,1.70E+01,9.00E+00,5.59E+02
Motivated Musician Making Miracles,1.10E+01,2.00E+00,1.79E+02,2.10E+01,1.50E+01,2.81E+03
Ly's Wall Art,5.00E+00,1.00E+00,6.00E+00,2.70E+01,7.00E+00,2.63E+02
Chill The World's Ultimate Cold Coffee Brewing System,5.00E+00,1.00E+00,6.00E+00,1.80E+01,6.00E+00,7.49E+02
New Solo Album Help,1.00E+01,7.00E+00,2.93E+02,2.30E+01,1.30E+01,1.44E+03
Our Story: The Shelter | Indie Game Development,5.00E+00,3.00E+00,6.00E+01,1.20E+01,5.00E+00,1.40E+02
Robot Reborn Apparel,8.00E+00,4.00E+00,3.35E+02,2.20E+01,1.30E+01,1.46E+03
Capital of Mars: Excubant Issue #1,4.00E+00,3.00E+00,2.20E+01,2.40E+01,1.20E+01,1.38E+03
DREXLER Issue #1,7.00E+00,2.00E+00,8.00E+00,1.40E+01,8.00E+00,1.16E+03
Big Dog Floats - Get Ready for Summer,4.00E+00,1.00E+00,4.00E+00,1.40E+01,1.00E+01,7.33E+02
"Boys Don't Fly, a children's picture book for young readers",8.00E+00,1.00E+00,4.00E+00,2.30E+01,1.00E+01,4.45E+02
"""87 Sundays"" a True Story of Addiction, Recovery & Faith",1.30E+01,4.00E+00,9.10E+01,2.50E+01,1.10E+01,1.54E+03
"Contemporary Vampire Part III: God, His Servant, and Me",1.10E+01,2.00E+00,5.30E+01,1.90E+01,8.00E+00,4.83E+02
Pitch Slapped's New Studio Album,1.00E+01,2.00E+00,8.00E+00,2.00E+01,1.40E+01,1.41E+03
Hoax Fish Soft Plastic Baits,7.00E+00,2.00E+00,6.20E+01,2.50E+01,1.60E+01,2.77E+03
Crypto-Gear: Series One,6.00E+00,3.00E+00,8.00E+00,2.00E+01,9.00E+00,5.85E+02
The Egg Stack,5.00E+00,2.00E+00,3.10E+01,1.80E+01,7.00E+00,2.59E+02
Respect The Pound,4.00E+00,1.00E+00,2.00E+00,1.50E+01,8.00E+00,1.29E+03
Rephaim: The Shattered City,4.00E+00,0.00E+00,0.00E+00,1.90E+01,1.00E+01,2.67E+02
Rapid Wallet: Durable - Slim - Fast,5.00E+00,2.00E+00,2.00E+01,2.40E+01,1.20E+01,1.07E+03
Tigris Clothing Co: Color Changing Shirts to Save the Tigers,6.00E+00,5.00E+00,1.04E+02,1.90E+01,1.30E+01,1.75E+03
Jam: An App Connecting Musicians,1.10E+01,5.00E+00,2.90E+01,2.50E+01,1.50E+01,2.03E+03
The Legend of Everett Forge: Issue #2,6.00E+00,1.00E+00,1.00E+00,1.90E+01,1.20E+01,1.20E+03
RED HOUSE STUDIO PROJECT,8.00E+00,3.00E+00,2.00E+01,1.40E+01,6.00E+00,7.00E+01
Best Multi Use Fidget Spinner,5.00E+00,4.00E+00,6.40E+01,1.70E+01,1.00E+01,5.05E+02
Unidentified Funny Objects 6,6.00E+00,3.00E+00,7.80E+01,1.40E+01,9.00E+00,1.05E+03
Expo Apparel,5.00E+00,1.00E+00,1.00E+00,1.60E+01,1.00E+01,3.00E+02
Spice Shack Artisan Spice & Coffee Bar,3.00E+00,1.00E+00,4.00E+00,2.40E+01,1.20E+01,2.99E+03
TEACH YOUR CHILD TO READ AT TWO AND THINK STRONGER FOR LIFE.,8.00E+00,4.00E+00,3.10E+01,2.40E+01,1.20E+01,4.56E+02
DRAW AND PAINT EL CAMINO DE SANTIAGO DE COMPOSTELA,1.30E+01,6.00E+00,2.83E+02,1.80E+01,1.10E+01,2.18E+02
Draw something,1.00E+01,2.00E+00,1.50E+01,2.80E+01,1.10E+01,3.93E+02
Dicey Peaks,3.00E+00,2.00E+00,1.90E+01,2.40E+01,1.10E+01,1.62E+03
I need a BIG piece of wood,3.00E+00,1.00E+00,1.00E+00,2.30E+01,1.30E+01,2.29E+03
SFC #1,8.00E+00,3.00E+00,2.10E+01,2.10E+01,6.00E+00,3.65E+02
WEe Farm 34 ESA,3.00E+00,0.00E+00,0.00E+00,9.00E+00,6.00E+00,4.60E+02
He was there,5.00E+00,1.00E+00,2.00E+00,1.80E+01,6.00E+00,2.63E+02
Photography Studio/Darkroom,4.00E+00,1.00E+00,3.00E+00,2.60E+01,1.30E+01,1.97E+03
Alexandria,4.00E+00,2.00E+00,1.90E+01,1.50E+01,6.00E+00,1.98E+02
Differently Abled - Quadriplegic Challenger,2.00E+00,0.00E+00,0.00E+00,2.00E+01,1.40E+01,1.62E+03
Little Lemonds,5.00E+00,1.00E+00,1.00E+00,2.10E+01,6.00E+00,2.60E+01
Devilfish Review - Issue 18,3.00E+00,1.00E+00,1.80E+01,2.60E+01,1.10E+01,1.36E+03
The Pains of Hell a Life Journey of tim coker,5.00E+00,2.00E+00,5.00E+00,1.60E+01,8.00E+00,2.48E+02
Tactlights,1.10E+01,4.00E+00,5.90E+01,2.40E+01,5.00E+00,6.77E+02
Cold Tone Harvest - New Full Length Album,2.00E+00,0.00E+00,0.00E+00,2.00E+01,9.00E+00,3.25E+02
Season 2 of HelpEthan.com: Movies With a Message,8.00E+00,5.00E+00,7.00E+01,1.20E+01,7.00E+00,6.59E+02
DancEthos Performs at the Kreeger Auditorium,1.00E+01,4.00E+00,1.48E+02,1.70E+01,8.00E+00,8.58E+02
Gab with Gaby Clear Stamp Launch - Made in the USA.,7.00E+00,1.00E+00,1.00E+00,2.00E+01,7.00E+00,2.88E+02
Puppy Mill to Loving Family,1.10E+01,4.00E+00,1.61E+02,2.40E+01,1.00E+01,4.40E+02
"The Vomicon! Pen Improv - Your Input, Thrown Up for You",6.00E+00,1.00E+00,7.00E+00,2.80E+01,1.00E+01,2.89E+02
Mifren's Manner - A kids show inspiring manners through art.,1.10E+01,2.00E+00,2.34E+02,2.20E+01,1.40E+01,1.37E+03
The Session vol.1,1.10E+01,4.00E+00,3.00E+01,2.50E+01,1.30E+01,1.14E+03
Bambuie Bars,5.00E+00,0.00E+00,0.00E+00,1.90E+01,1.00E+01,1.17E+03
Dr. Quark & the Amazing Time Key,3.00E+00,1.00E+00,4.00E+00,2.30E+01,1.50E+01,1.36E+03
Love Mythos: Sanctuary Island Visual Novel and Puzzle Game,8.00E+00,2.00E+00,4.80E+01,1.80E+01,8.00E+00,1.52E+02
Ready To Live Album,1.00E+01,8.00E+00,3.43E+02,2.20E+01,1.30E+01,3.73E+02
"""It's Easy to Smile When You Love Your Work""",5.00E+00,3.00E+00,6.80E+01,2.90E+01,1.00E+01,3.86E+02
MY BUSY BOOK,1.10E+01,6.00E+00,2.85E+02,3.00E+01,1.30E+01,1.76E+03
A Book about Diversity,4.00E+00,1.00E+00,7.60E+01,1.40E+01,9.00E+00,6.93E+02
The Path of the Jaguar Wild Fishing in the Colombian Jungles,5.00E+00,2.00E+00,9.30E+01,1.90E+01,6.00E+00,5.91E+02
"A children's picture book, Your Guardian Angel and You",1.20E+01,3.00E+00,7.00E+00,2.00E+01,6.00E+00,1.76E+02
Foreign To Myself,1.10E+01,4.00E+00,3.20E+02,1.60E+01,1.00E+01,5.22E+02
Self Motivating Book,4.00E+00,1.00E+00,1.00E+00,1.60E+01,7.00E+00,4.74E+02
Small Farmer's Journal Jump Start,4.00E+00,2.00E+00,8.80E+01,2.70E+01,1.40E+01,3.47E+03
3D Printed Dice Tower,7.00E+00,4.00E+00,2.10E+01,2.40E+01,1.00E+01,2.14E+02
A Fun and Engaging Children's Spiritual Equipping Book,5.00E+00,3.00E+00,7.00E+01,2.60E+01,1.50E+01,2.34E+03
Brian The Brain Falls Down,1.00E+01,2.00E+00,8.30E+01,2.80E+01,1.10E+01,4.36E+02
The Browsing Effect,6.00E+00,3.00E+00,1.70E+01,2.60E+01,1.20E+01,2.05E+03
SportsVenting App for iPhone,4.00E+00,1.00E+00,1.00E+00,2.40E+01,9.00E+00,3.27E+02
"Klickers, The Magnetic Shoelace Lock",5.00E+00,1.00E+00,8.00E+01,2.50E+01,1.30E+01,6.20E+02
The Wrong Ship: A Sci-fi Short Story,6.00E+00,2.00E+00,3.60E+01,2.20E+01,1.20E+01,1.45E+03
Friendly Produce,9.00E+00,4.00E+00,4.90E+01,2.40E+01,1.30E+01,1.47E+03
The Original Barber Backpack,3.00E+00,1.00E+00,7.00E+00,2.30E+01,1.20E+01,6.71E+02
"Spin Doctors Lead Singer, Chris Barron: New Solo Album",5.00E+00,3.00E+00,3.00E+01,2.50E+01,1.10E+01,8.60E+02
Constellations: The Game of Stargazing and the Night Sky,1.00E+01,6.00E+00,6.20E+01,2.60E+01,1.30E+01,4.29E+02
Hip-Hop History + Turntablism for Bronx Kids,1.00E+01,2.00E+00,2.97E+02,2.30E+01,1.40E+01,2.40E+03
Under The River: The Story of The Dakota Access Pipeline,9.00E+00,2.00E+00,1.70E+01,2.50E+01,8.00E+00,2.75E+02
Rate Your Conductor website design.,1.10E+01,4.00E+00,5.20E+01,1.70E+01,1.00E+01,2.59E+02
OxyScents - Oxygen Powered Fragrance,6.00E+00,4.00E+00,2.59E+02,1.80E+01,8.00E+00,1.30E+02
Solar PowerCap : Charge on the GO,5.00E+00,2.00E+00,8.00E+00,2.00E+01,9.00E+00,2.02E+02
Strategy,7.00E+00,2.00E+00,3.00E+01,2.20E+01,1.40E+01,1.69E+03
Box'd By Evolution Catering,2.00E+00,1.00E+00,1.70E+01,2.60E+01,1.40E+01,1.91E+03
Stained Glass Art Representing Music Works for Concert,6.00E+00,1.00E+00,8.00E+00,2.10E+01,1.30E+01,9.59E+02
Slap Happy Sammies food truck,9.00E+00,4.00E+00,3.90E+01,2.40E+01,1.20E+01,1.03E+03
Globally Recognized Second Language.,6.00E+00,3.00E+00,2.00E+01,1.80E+01,8.00E+00,7.02E+02
Vilande Online MMO RPG,5.00E+00,2.00E+00,1.40E+01,2.30E+01,1.20E+01,1.16E+03
DCA (Destiny Championship Alliance) Wrestling,5.00E+00,1.00E+00,1.80E+01,2.20E+01,1.10E+01,1.17E+03
Endangered Animals Postcards,6.00E+00,3.00E+00,3.00E+00,2.70E+01,9.00E+00,8.49E+02
Contemporary Horsemanship Training Videos,4.00E+00,2.00E+00,2.00E+00,1.20E+01,6.00E+00,6.00E+01
Yuranium,5.00E+00,2.00E+00,3.00E+00,1.00E+01,6.00E+00,9.20E+01
Flower Book Memories,2.00E+00,0.00E+00,0.00E+00,2.30E+01,1.20E+01,1.15E+03
The Slutist Tarot,4.00E+00,2.00E+00,8.00E+01,2.70E+01,1.20E+01,1.31E+03
Longhorns,4.00E+00,1.00E+00,3.00E+00,1.70E+01,6.00E+00,6.23E+02
Simple Wooden toy. Is it just a toy?,2.00E+00,0.00E+00,0.00E+00,1.60E+01,3.00E+00,1.19E+02
ANGELUS | experiential chakra workbook,9.00E+00,3.00E+00,3.10E+01,1.50E+01,8.00E+00,5.42E+02
Culver City Chamber Orchestra Centennial Concert,5.00E+00,0.00E+00,0.00E+00,1.80E+01,1.00E+01,2.31E+03
T.A.M.E. Food Truck,7.00E+00,4.00E+00,2.50E+01,2.50E+01,1.00E+01,3.64E+02
No more bullying in school,7.00E+00,1.00E+00,1.50E+01,1.20E+01,9.00E+00,3.39E+02
Wild Zora Meat & Veggie Paleo Snack Bars NEW Flavors!,6.00E+00,2.00E+00,4.90E+01,2.50E+01,1.10E+01,1.81E+03
Help a hippie with her food stand.,1.10E+01,4.00E+00,1.20E+01,2.30E+01,1.10E+01,1.65E+03
Periodic Table of the Elements on aluminum panels: 3 sizes,8.00E+00,4.00E+00,1.66E+02,2.50E+01,1.40E+01,1.18E+03
& Ranch: A literary comic about a writer going off the grid,1.10E+01,3.00E+00,1.20E+01,2.60E+01,9.00E+00,8.30E+01
IT'S ABOUT TIME FOR NEW BODY ELECTRIC SHOWS TO AIR ON PBS,1.30E+01,5.00E+00,3.80E+01,2.50E+01,1.70E+01,6.54E+02
STRANGE NEGOTIATIONS: The David Bazan Documentary,1.40E+01,4.00E+00,7.20E+01,2.10E+01,1.40E+01,8.26E+02
Brazilian pop artist Kiko London Tour support,7.00E+00,3.00E+00,4.80E+01,1.40E+01,7.00E+00,2.24E+02
The First Fashionable Bullet Proof Coats,8.00E+00,4.00E+00,1.70E+01,2.30E+01,8.00E+00,2.59E+02
Tyler Warthman's first novel,7.00E+00,3.00E+00,1.05E+02,2.30E+01,1.70E+01,2.18E+03
58Romans: The Debut!,6.00E+00,2.00E+00,1.19E+02,2.00E+01,8.00E+00,1.37E+03
Cake Lady's Lovely Sweets,4.00E+00,1.00E+00,3.00E+00,2.60E+01,1.30E+01,1.06E+03
Shaman's Destiny Vol 1. Trade,6.00E+00,3.00E+00,5.00E+00,2.00E+01,1.10E+01,2.84E+03
Sing what??,7.00E+00,2.00E+00,2.00E+00,1.80E+01,1.00E+01,6.06E+02
Tournament of Games,3.00E+00,1.00E+00,1.50E+01,2.70E+01,1.50E+01,3.35E+03
Chasing Ivory - The Rescue Album,4.00E+00,1.00E+00,3.50E+01,2.60E+01,1.30E+01,1.49E+03
Texas Collectibles: Earn & Care Store,6.00E+00,2.00E+00,4.90E+01,2.30E+01,9.00E+00,1.16E+02
"Homemade fresh dog food, Cleveland OH",7.00E+00,3.00E+00,4.00E+00,2.50E+01,8.00E+00,1.88E+02
Apparitional Haunt,7.00E+00,2.00E+00,2.60E+01,1.30E+01,7.00E+00,1.83E+03
Heritage Made Hero - Stand in Solidarity with our Veterans,3.00E+00,0.00E+00,0.00E+00,2.50E+01,1.10E+01,2.48E+03
Bringing Others Happiness,1.00E+01,5.00E+00,1.96E+02,2.30E+01,9.00E+00,5.05E+02
Magic and Mystery of Irish Dance and Mythology - Illustrated,4.00E+00,3.00E+00,1.20E+01,2.20E+01,1.40E+01,1.31E+03
BreakThrough Success,1.00E+01,4.00E+00,2.60E+01,2.40E+01,1.40E+01,5.65E+02
Last Day - A Romantic Comedy One Shot,3.00E+00,2.00E+00,2.00E+00,1.90E+01,6.00E+00,4.60E+01
TRUMP IMMIGRATION SONGS,8.00E+00,4.00E+00,3.00E+01,1.90E+01,1.20E+01,7.14E+02
"With Rescue LOOP - Keep the Heels, Lose the Pain",4.00E+00,2.00E+00,4.00E+00,7.00E+00,4.00E+00,1.63E+02
Kodiak Leather - Buffalo Leather Satchel,1.00E+01,6.00E+00,1.32E+02,1.80E+01,1.00E+01,2.30E+03
Help Create the Newest Viral Dance Craze and Birthday Anthem,6.00E+00,3.00E+00,1.70E+01,1.20E+01,7.00E+00,2.62E+02
The Passion Preacher,1.10E+01,5.00E+00,1.80E+01,2.60E+01,1.20E+01,5.13E+02
RV Revival - TV Show,4.00E+00,1.00E+00,4.00E+00,2.40E+01,1.10E+01,5.59E+02
Photography journey around the word,5.00E+00,2.00E+00,9.00E+00,1.80E+01,1.00E+01,3.85E+02
Paranormal Romance Trilogy Marketing Campaign,6.00E+00,4.00E+00,1.70E+01,1.10E+01,6.00E+00,6.02E+02
Apple Tart Series,6.00E+00,4.00E+00,1.50E+01,2.70E+01,1.30E+01,1.90E+03
